date,Appliances,Forecast
4/1/16 11:10 AM,-0.562740988,-0.344278035
4/1/16 11:20 AM,-0.465203698,-0.414160756
4/1/16 11:30 AM,-0.465203698,-0.340026329
4/1/16 11:40 AM,-0.465203698,-0.365932676
4/1/16 11:50 AM,-0.465203698,-0.355458271
4/1/16 12:00 PM,-0.367666408,-0.355470275
4/1/16 12:10 PM,-0.367666408,-0.275767474
4/1/16 12:20 PM,-0.660278278,-0.291183982
4/1/16 12:30 PM,-0.562740988,-0.519849958
4/1/16 12:40 PM,-0.757815568,-0.39392802
4/1/16 12:50 PM,-0.660278278,-0.600250155
4/1/16 1:00 PM,-0.465203698,-0.479254958
4/1/16 1:10 PM,-0.465203698,-0.356221105
4/1/16 1:20 PM,-0.367666408,-0.376558587
4/1/16 1:30 PM,-0.465203698,-0.2758765
4/1/16 1:40 PM,-0.367666408,-0.371007433
4/1/16 1:50 PM,-0.465203698,-0.265408229
4/1/16 2:00 PM,-0.367666408,-0.371027216
4/1/16 2:10 PM,-0.562740988,-0.265428595
4/1/16 2:20 PM,-0.562740988,-0.450762993
4/1/16 2:30 PM,-0.367666408,-0.409480179
4/1/16 2:40 PM,-0.465203698,-0.271039438
4/1/16 2:50 PM,-0.367666408,-0.381574958
4/1/16 3:00 PM,-0.465203698,-0.265485694
4/1/16 3:10 PM,-0.465203698,-0.371104478
4/1/16 3:20 PM,-0.465203698,-0.345222572
4/1/16 3:30 PM,-0.465203698,-0.355724765
4/1/16 3:40 PM,-0.465203698,-0.355736616
4/1/16 3:50 PM,-0.562740988,-0.355748513
4/1/16 4:00 PM,-0.367666408,-0.435479011
4/1/16 4:10 PM,-0.465203698,-0.260653272
4/1/16 4:20 PM,-0.465203698,-0.381677245
4/1/16 4:30 PM,-0.465203698,-0.34530364
4/1/16 4:40 PM,-0.562740988,-0.35580724
4/1/16 4:50 PM,-0.757815568,-0.435538228
4/1/16 5:00 PM,-0.757815568,-0.579592783
4/1/16 5:10 PM,-0.660278278,-0.55930428
4/1/16 5:20 PM,-0.465203698,-0.500591681
4/1/16 5:30 PM,-0.367666408,-0.356566284
4/1/16 5:40 PM,-0.367666408,-0.297168225
4/1/16 5:50 PM,-0.465203698,-0.291593453
4/1/16 6:00 PM,-0.465203698,-0.360830062
4/1/16 6:10 PM,-0.465203698,-0.345438681
4/1/16 6:20 PM,-0.562740988,-0.355944868
4/1/16 6:30 PM,-0.465203698,-0.435679907
4/1/16 6:40 PM,-0.465203698,-0.340568361
4/1/16 6:50 PM,-0.465203698,-0.36647819
4/1/16 7:00 PM,-0.367666408,-0.35599495
4/1/16 7:10 PM,-0.465203698,-0.276283073
4/1/16 7:20 PM,-0.367666408,-0.371417802
4/1/16 7:30 PM,-0.465203698,-0.265807661
4/1/16 7:40 PM,-0.562740988,-0.371437475
4/1/16 7:50 PM,-0.465203698,-0.425275475
4/1/16 8:00 PM,-0.562740988,-0.340660125
4/1/16 8:10 PM,-0.465203698,-0.4462958
4/1/16 8:20 PM,-0.465203698,-0.340687004
4/1/16 8:30 PM,-0.660278278,-0.366597385
4/1/16 8:40 PM,-0.660278278,-0.515564011
4/1/16 8:50 PM,-0.660278278,-0.484779849
4/1/16 9:00 PM,-0.562740988,-0.505797067
4/1/16 9:10 PM,-0.367666408,-0.4260878
4/1/16 9:20 PM,-0.465203698,-0.282047742
4/1/16 9:30 PM,-0.562740988,-0.382088687
4/1/16 9:40 PM,-0.367666408,-0.425427798
4/1/16 9:50 PM,-0.465203698,-0.261085798
4/1/16 10:00 PM,-0.465203698,-0.382124943
4/1/16 10:10 PM,-0.367666408,-0.345734681
4/1/16 10:20 PM,-0.562740988,-0.276519806
4/1/16 10:30 PM,-0.465203698,-0.451384217
4/1/16 10:40 PM,-0.465203698,-0.330368192
4/1/16 10:50 PM,-0.465203698,-0.36678341
4/1/16 11:00 PM,-0.562740988,-0.356293822
4/1/16 11:10 PM,-0.367666408,-0.4360342
4/1/16 11:20 PM,-0.465203698,-0.261191504
4/1/16 11:30 PM,-0.367666408,-0.38222985
4/1/16 11:40 PM,-0.465203698,-0.266109937
4/1/16 11:50 PM,-0.562740988,-0.371746911
4/2/16 12:00 AM,-0.465203698,-0.425586191
4/2/16 12:10 AM,-0.660278278,-0.340975955
4/2/16 12:20 AM,-0.757815568,-0.526348242
4/2/16 12:30 AM,-0.562740988,-0.56479921
4/2/16 12:40 AM,-0.562740988,-0.410967084
4/2/16 12:50 AM,-0.270129117,-0.452285333
4/2/16 1:00 AM,-0.465203698,-0.192097455
4/2/16 1:10 AM,-0.465203698,-0.397754239
4/2/16 1:20 AM,-0.562740988,-0.335460693
4/2/16 1:30 AM,-0.465203698,-0.436210532
4/2/16 1:40 AM,-0.465203698,-0.34109871
4/2/16 1:50 AM,-0.562740988,-0.367010793
4/2/16 2:00 AM,-0.367666408,-0.436249336
4/2/16 2:10 AM,-0.465203698,-0.261406338
4/2/16 2:20 AM,-0.270129117,-0.38244137
4/2/16 2:30 AM,-0.465203698,-0.18658868
4/2/16 2:40 AM,-0.465203698,-0.387343998
4/2/16 2:50 AM,-0.465203698,-0.335559621
4/2/16 3:00 AM,-0.465203698,-0.356580698
4/2/16 3:10 AM,-0.562740988,-0.356592434
4/2/16 3:20 AM,-0.465203698,-0.436334937
4/2/16 3:30 AM,-0.367666408,-0.34122529
4/2/16 3:40 AM,-0.562740988,-0.287404629
4/2/16 3:50 AM,-0.562740988,-0.451763269
4/2/16 4:00 AM,-0.660278278,-0.410484944
4/2/16 4:10 AM,-0.660278278,-0.511246786
4/2/16 4:20 AM,-0.465203698,-0.495873276
4/2/16 4:30 AM,-0.562740988,-0.346930744
4/2/16 4:40 AM,-0.465203698,-0.457463006
4/2/16 4:50 AM,-0.367666408,-0.341336608
4/2/16 5:00 AM,-0.465203698,-0.287515426
4/2/16 5:10 AM,-0.367666408,-0.372141575
4/2/16 5:20 AM,-0.465203698,-0.26651973
4/2/16 5:30 AM,-0.465203698,-0.372160897
4/2/16 5:40 AM,-0.465203698,-0.346272234
4/2/16 5:50 AM,-0.562740988,-0.356792654
4/2/16 6:00 AM,-0.465203698,-0.436538353
4/2/16 6:10 AM,-0.465203698,-0.341427152
4/2/16 6:20 AM,-0.465203698,-0.367339816
4/2/16 6:30 AM,-0.465203698,-0.356842051
4/2/16 6:40 AM,-0.367666408,-0.356853677
4/2/16 6:50 AM,-0.465203698,-0.277130549
4/2/16 7:00 AM,-0.465203698,-0.372264796
4/2/16 7:10 AM,-0.562740988,-0.346374661
4/2/16 7:20 AM,-0.757815568,-0.436632454
4/2/16 7:30 AM,-0.660278278,-0.580731328
4/2/16 7:40 AM,-0.660278278,-0.480744717
4/2/16 7:50 AM,-0.465203698,-0.517179821
4/2/16 8:00 AM,-0.367666408,-0.347208025
4/2/16 8:10 AM,-0.465203698,-0.29826272
4/2/16 8:20 AM,-0.465203698,-0.372376451
4/2/16 8:30 AM,-0.367666408,-0.346484659
4/2/16 8:40 AM,-0.562740988,-0.277271379
4/2/16 8:50 AM,-0.465203698,-0.452145895
4/2/16 9:00 AM,-0.465203698,-0.331128197
4/2/16 9:10 AM,-0.465203698,-0.367556863
4/2/16 9:20 AM,-0.465203698,-0.357055152
4/2/16 9:30 AM,-0.367666408,-0.357066709
4/2/16 9:40 AM,-0.465203698,-0.277339599
4/2/16 9:50 AM,-0.465203698,-0.37247628
4/2/16 10:00 AM,-0.465203698,-0.346583621
4/2/16 10:10 AM,-0.562740988,-0.357109955
4/2/16 10:20 AM,-0.465203698,-0.436861402
4/2/16 10:30 AM,-0.562740988,-0.341746418
4/2/16 10:40 AM,-0.660278278,-0.447403107
4/2/16 10:50 AM,-0.562740988,-0.501255109
4/2/16 11:00 AM,-0.660278278,-0.41665869
4/2/16 11:10 AM,-0.562740988,-0.522322895
4/2/16 11:20 AM,-0.465203698,-0.416693114
4/2/16 11:30 AM,-0.465203698,-0.362871299
4/2/16 11:40 AM,-0.465203698,-0.367754862
4/2/16 11:50 AM,-0.465203698,-0.357249042
4/2/16 12:00 PM,-0.465203698,-0.357260629
4/2/16 12:10 PM,-0.465203698,-0.357272181
4/2/16 12:20 PM,-0.367666408,-0.357283732
4/2/16 12:30 PM,-0.465203698,-0.277552406
4/2/16 12:40 PM,-0.465203698,-0.372691876
4/2/16 12:50 PM,-0.465203698,-0.346796064
4/2/16 1:00 PM,-0.562740988,-0.357326796
4/2/16 1:10 PM,-0.465203698,-0.437082332
4/2/16 1:20 PM,-0.465203698,-0.341964459
4/2/16 1:30 PM,-0.367666408,-0.367884095
4/2/16 1:40 PM,-0.270129117,-0.277631326
4/2/16 1:50 PM,-0.172591827,-0.213283804
4/2/16 2:00 PM,-0.270129117,-0.138414131
4/2/16 2:10 PM,-0.367666408,-0.22302811
4/2/16 2:20 PM,-0.562740988,-0.276868868
4/2/16 2:30 PM,-0.660278278,-0.43149819
4/2/16 2:40 PM,-0.660278278,-0.491003856
4/2/16 2:50 PM,-0.562740988,-0.496675753
4/2/16 3:00 PM,-0.270129117,-0.427466517
4/2/16 3:10 PM,-0.367666408,-0.203623983
4/2/16 3:20 PM,-0.367666408,-0.319021872
4/2/16 3:30 PM,-0.367666408,-0.27208032
4/2/16 3:40 PM,-0.367666408,-0.282609673
4/2/16 3:50 PM,-0.367666408,-0.282618045
4/2/16 4:00 PM,-0.465203698,-0.282626387
4/2/16 4:10 PM,-0.367666408,-0.36238171
4/2/16 4:20 PM,-0.367666408,-0.267257904
4/2/16 4:30 PM,-0.367666408,-0.293175562
4/2/16 4:40 PM,-0.270129117,-0.282662298
4/2/16 4:50 PM,-0.367666408,-0.202923596
4/2/16 5:00 PM,-0.367666408,-0.298063539
4/2/16 5:10 PM,-0.465203698,-0.272162398
4/2/16 5:20 PM,-0.465203698,-0.3624405
4/2/16 5:30 PM,-0.367666408,-0.347064624
4/2/16 5:40 PM,-0.465203698,-0.277850001
4/2/16 5:50 PM,-0.367666408,-0.372994158
4/2/16 6:00 PM,-0.270129117,-0.267346967
4/2/16 6:10 PM,-0.465203698,-0.213516901
4/2/16 6:20 PM,-0.562740988,-0.377882736
4/2/16 6:30 PM,-0.660278278,-0.41634505
4/2/16 6:40 PM,-0.562740988,-0.501772234
4/2/16 6:50 PM,-0.465203698,-0.417175722
4/2/16 7:00 PM,-0.367666408,-0.363350471
4/2/16 7:10 PM,-0.465203698,-0.288473346
4/2/16 7:20 PM,-0.270129117,-0.373095801
4/2/16 7:30 PM,-0.367666408,-0.187694314
4/2/16 7:40 PM,-0.367666408,-0.308746827
4/2/16 7:50 PM,-0.367666408,-0.272319987
4/2/16 8:00 PM,-0.465203698,-0.282853079
4/2/16 8:10 PM,-0.367666408,-0.362611768
4/2/16 8:20 PM,-0.367666408,-0.267486337
4/2/16 8:30 PM,-0.465203698,-0.293405682
4/2/16 8:40 PM,-0.465203698,-0.362639688
4/2/16 8:50 PM,-0.367666408,-0.34726508
4/2/16 9:00 PM,-0.270129117,-0.278050745
4/2/16 9:10 PM,-0.367666408,-0.213693578
4/2/16 9:20 PM,-0.367666408,-0.298310306
4/2/16 9:30 PM,-0.465203698,-0.272406209
4/2/16 9:40 PM,-0.465203698,-0.362692646
4/2/16 9:50 PM,-0.465203698,-0.347318064
4/2/16 10:00 PM,-0.660278278,-0.357856305
4/2/16 10:10 PM,-0.465203698,-0.51737515
4/2/16 10:20 PM,-0.660278278,-0.327113216
4/2/16 10:30 PM,-0.367666408,-0.538456592
4/2/16 10:40 PM,-0.367666408,-0.247393346
4/2/16 10:50 PM,-0.367666408,-0.314601119
4/2/16 11:00 PM,-0.465203698,-0.283030934
4/2/16 11:10 PM,-0.367666408,-0.362790675
4/2/16 11:20 PM,-0.465203698,-0.26766825
4/2/16 11:30 PM,-0.367666408,-0.37333669
4/2/16 11:40 PM,-0.367666408,-0.267687718
4/2/16 11:50 PM,-0.367666408,-0.293603952
4/3/16 12:00 AM,-0.367666408,-0.283085352
4/3/16 12:10 AM,-0.367666408,-0.283093652
4/3/16 12:20 AM,-0.465203698,-0.283101925
4/3/16 12:30 AM,-0.367666408,-0.362862543
4/3/16 12:40 AM,-0.465203698,-0.267740107
4/3/16 12:50 AM,-0.367666408,-0.373409392
4/3/16 1:00 AM,-0.367666408,-0.267759568
4/3/16 1:10 AM,-0.367666408,-0.293675805
4/3/16 1:20 AM,-0.367666408,-0.283156271
4/3/16 1:30 AM,-0.660278278,-0.283164541
4/3/16 1:40 AM,-0.562740988,-0.522432709
4/3/16 1:50 AM,-0.660278278,-0.396555646
4/3/16 2:00 AM,-0.465203698,-0.523292207
4/3/16 2:10 AM,-0.465203698,-0.33789178
4/3/16 2:20 AM,-0.270129117,-0.379188272
4/3/16 2:30 AM,-0.367666408,-0.198634223
4/3/16 2:40 AM,-0.270129117,-0.309147708
4/3/16 2:50 AM,-0.270129117,-0.192970516
4/3/16 3:00 AM,-0.465203698,-0.218880414
4/3/16 3:10 AM,-0.367666408,-0.36786374
4/3/16 3:20 AM,-0.465203698,-0.257367854
4/3/16 3:30 AM,-0.465203698,-0.373562504
4/3/16 3:40 AM,-0.465203698,-0.347669419
4/3/16 3:50 AM,-0.367666408,-0.358209244
4/3/16 4:00 AM,-0.367666408,-0.278465957
4/3/16 4:10 AM,-0.367666408,-0.293850193
4/3/16 4:20 AM,-0.270129117,-0.283329726
4/3/16 4:30 AM,-0.367666408,-0.203584032
4/3/16 4:40 AM,-0.367666408,-0.298719055
4/3/16 4:50 AM,-0.465203698,-0.272822399
4/3/16 5:00 AM,-0.562740988,-0.363114356
4/3/16 5:10 AM,-0.660278278,-0.427505594
4/3/16 5:20 AM,-0.465203698,-0.502431667
4/3/16 5:30 AM,-0.562740988,-0.338088521
4/3/16 5:40 AM,-0.270129117,-0.459138572
4/3/16 5:50 AM,-0.465203698,-0.183448487
4/3/16 6:00 AM,-0.465203698,-0.399612331
4/3/16 6:10 AM,-0.270129117,-0.337290801
4/3/16 6:20 AM,-0.465203698,-0.198851688
4/3/16 6:30 AM,-0.367666408,-0.389111052
4/3/16 6:40 AM,-0.367666408,-0.257563434
4/3/16 6:50 AM,-0.367666408,-0.294003388
4/3/16 7:00 AM,-0.367666408,-0.283481668
4/3/16 7:10 AM,-0.367666408,-0.283489881
4/3/16 7:20 AM,-0.465203698,-0.283498092
4/3/16 7:30 AM,-0.465203698,-0.363261013
4/3/16 7:40 AM,-0.367666408,-0.347900675
4/3/16 7:50 AM,-0.367666408,-0.278687257
4/3/16 8:00 AM,-0.465203698,-0.294067023
4/3/16 8:10 AM,-0.270129117,-0.36329967
4/3/16 8:20 AM,-0.562740988,-0.188428194
4/3/16 8:30 AM,-0.465203698,-0.468970245
4/3/16 8:40 AM,-0.660278278,-0.322056374
4/3/16 8:50 AM,-0.660278278,-0.528541414
4/3/16 9:00 AM,-0.367666408,-0.487293065
4/3/16 9:10 AM,-0.465203698,-0.269102339
4/3/16 9:20 AM,-0.367666408,-0.394972875
4/3/16 9:30 AM,-0.367666408,-0.268265269
4/3/16 9:40 AM,-0.270129117,-0.294172491
4/3/16 9:50 AM,-0.367666408,-0.203894236
4/3/16 10:00 AM,-0.367666408,-0.299021121
4/3/16 10:10 AM,-0.367666408,-0.273130536
4/3/16 10:20 AM,-0.465203698,-0.283670726
4/3/16 10:30 AM,-0.367666408,-0.363434144
4/3/16 10:40 AM,-0.465203698,-0.268322674
4/3/16 10:50 AM,-0.367666408,-0.37398537
4/3/16 11:00 AM,-0.367666408,-0.268341855
4/3/16 11:10 AM,-0.367666408,-0.294248669
4/3/16 11:20 AM,-0.270129117,-0.283724376
4/3/16 11:30 AM,-0.367666408,-0.203977114
4/3/16 11:40 AM,-0.465203698,-0.299103733
4/3/16 11:50 AM,-0.367666408,-0.352968659
4/3/16 12:00 PM,-0.465203698,-0.268390753
4/3/16 12:10 PM,-0.367666408,-0.37405461
4/3/16 12:20 PM,-0.465203698,-0.268409949
4/3/16 12:30 PM,-0.367666408,-0.374073197
4/3/16 12:40 PM,-0.270129117,-0.2684291
4/3/16 12:50 PM,-0.172591827,-0.214579594
4/3/16 1:00 PM,-0.172591827,-0.139660537
4/3/16 1:10 PM,-0.367666408,-0.144495301
4/3/16 1:20 PM,-0.270129117,-0.293475714
4/3/16 1:30 PM,-0.367666408,-0.18299789
4/3/16 1:40 PM,-0.172591827,-0.29919142
4/3/16 1:50 PM,-0.172591827,-0.113790754
4/3/16 2:00 PM,-0.075054537,-0.15505484
4/3/16 2:10 PM,0.022482753,-0.054237101
4/3/16 2:20 PM,-0.075054537,0.010152714
4/3/16 2:30 PM,-0.075054537,-0.074431485
4/3/16 2:40 PM,-0.075054537,-0.048536507
4/3/16 2:50 PM,-0.172591827,-0.059070839
4/3/16 3:00 PM,-0.075054537,-0.138826428
4/3/16 3:10 PM,-0.172591827,-0.043712263
4/3/16 3:20 PM,-0.172591827,-0.149363559
4/3/16 3:30 PM,-0.075054537,-0.123471161
4/3/16 3:40 PM,-0.075054537,-0.05425329
4/3/16 3:50 PM,-0.075054537,-0.069617584
4/3/16 4:00 PM,-0.075054537,-0.059085948
4/3/16 4:10 PM,-0.172591827,-0.059087311
4/3/16 4:20 PM,-0.075054537,-0.138842616
4/3/16 4:30 PM,-0.172591827,-0.043729051
4/3/16 4:40 PM,-0.075054537,-0.149379776
4/3/16 4:50 PM,-0.075054537,-0.043734213
4/3/16 5:00 PM,-0.075054537,-0.069630452
4/3/16 5:10 PM,0.120020043,-0.059099112
4/3/16 5:20 PM,0.120020043,0.100406384
4/3/16 5:30 PM,0.217557334,0.069684555
4/3/16 5:40 PM,-0.075054537,0.170505763
4/3/16 5:50 PM,-0.075054537,-0.084111243
4/3/16 6:00 PM,0.022482753,-0.027496326
4/3/16 6:10 PM,-0.075054537,0.020659312
4/3/16 6:20 PM,0.120020043,-0.074454491
4/3/16 6:30 PM,0.217557334,0.110942401
4/3/16 6:40 PM,0.217557334,0.149443653
4/3/16 6:50 PM,0.315094624,0.155151093
4/3/16 7:00 PM,0.217557334,0.245441027
4/3/16 7:10 PM,0.022482753,0.150333056
4/3/16 7:20 PM,-0.075054537,0.016723439
4/3/16 7:30 PM,-0.075054537,-0.042838869
4/3/16 7:40 PM,-0.172591827,-0.048541824
4/3/16 7:50 PM,0.217557334,-0.138827953
4/3/16 8:00 PM,0.120020043,0.19554089
4/3/16 8:10 PM,0.315094624,0.043819255
4/3/16 8:20 PM,0.217557334,0.260807663
4/3/16 8:30 PM,0.120020043,0.139816325
4/3/16 8:40 PM,0.217557334,0.096485535
4/3/16 8:50 PM,0.217557334,0.181069072
4/3/16 9:00 PM,0.120020043,0.155185783
4/3/16 9:10 PM,0.022482753,0.085968051
4/3/16 9:20 PM,0.022482753,0.021576974
4/3/16 9:30 PM,-0.075054537,0.026406339
4/3/16 9:40 PM,-0.075054537,-0.063874349
4/3/16 9:50 PM,0.022482753,-0.048517431
4/3/16 10:00 PM,-0.075054537,0.020703374
4/3/16 10:10 PM,0.022482753,-0.074405892
4/3/16 10:20 PM,-0.172591827,0.031231726
4/3/16 10:30 PM,-0.465203698,-0.15415666
4/3/16 10:40 PM,-0.367666408,-0.352171615
4/3/16 10:50 PM,-0.465203698,-0.247411857
4/3/16 11:00 PM,-0.367666408,-0.374120017
4/3/16 11:10 PM,-0.270129117,-0.268490301
4/3/16 11:20 PM,-0.270129117,-0.214631535
4/3/16 11:30 PM,-0.367666408,-0.219465905
4/3/16 11:40 PM,-0.367666408,-0.288695496
4/3/16 11:50 PM,-0.367666408,-0.273345695
4/4/16 12:00 AM,-0.465203698,-0.283883395
4/4/16 12:10 AM,-0.367666408,-0.363645842
4/4/16 12:20 AM,-0.465203698,-0.268544251
4/4/16 12:30 AM,-0.270129117,-0.374194486
4/4/16 12:40 AM,-0.270129117,-0.18880919
4/4/16 12:50 AM,-0.465203698,-0.230057861
4/4/16 1:00 AM,-0.367666408,-0.368511823
4/4/16 1:10 AM,-0.367666408,-0.258054045
4/4/16 1:20 AM,-0.367666408,-0.29448051
4/4/16 1:30 AM,-0.465203698,-0.283957971
4/4/16 1:40 AM,-0.367666408,-0.363720787
4/4/16 1:50 AM,-0.465203698,-0.268619848
4/4/16 2:00 AM,-0.367666408,-0.374270625
4/4/16 2:10 AM,-0.660278278,-0.268638896
4/4/16 2:20 AM,-0.465203698,-0.533798871
4/4/16 2:30 AM,-0.562740988,-0.317708661
4/4/16 2:40 AM,-0.562740988,-0.45977551
4/4/16 2:50 AM,-0.367666408,-0.423375955
4/4/16 3:00 AM,-0.367666408,-0.274409798
4/4/16 3:10 AM,-0.465203698,-0.305124482
4/4/16 3:20 AM,-0.367666408,-0.363825111
4/4/16 3:30 AM,-0.465203698,-0.268727692
4/4/16 3:40 AM,-0.367666408,-0.374375803
4/4/16 3:50 AM,-0.367666408,-0.26874662
4/4/16 4:00 AM,-0.367666408,-0.294639349
4/4/16 4:10 AM,-0.270129117,-0.284115342
4/4/16 4:20 AM,-0.367666408,-0.204368578
4/4/16 4:30 AM,-0.367666408,-0.299480953
4/4/16 4:40 AM,-0.465203698,-0.273604104
4/4/16 4:50 AM,-0.465203698,-0.363900132
4/4/16 5:00 AM,-0.367666408,-0.348558951
4/4/16 5:10 AM,-0.465203698,-0.279346668
4/4/16 5:20 AM,-0.465203698,-0.374463196
4/4/16 5:30 AM,-0.367666408,-0.34858873
4/4/16 5:40 AM,-0.367666408,-0.279376732
4/4/16 5:50 AM,-0.367666408,-0.294736942
4/4/16 6:00 AM,-0.367666408,-0.284211064
4/4/16 6:10 AM,-0.270129117,-0.284219116
4/4/16 6:20 AM,-0.465203698,-0.204470678
4/4/16 6:30 AM,-0.367666408,-0.379340318
4/4/16 6:40 AM,-0.465203698,-0.258356763
4/4/16 6:50 AM,-0.367666408,-0.374541396
4/4/16 7:00 AM,-0.075054537,-0.268910448
4/4/16 7:10 AM,-0.367666408,-0.055534148
4/4/16 7:20 AM,1.095392945,-0.330318969
4/4/16 7:30 AM,2.655989588,0.943502317
4/4/16 7:40 AM,0.510169204,1.958446544
4/4/16 7:50 AM,-0.367666408,0.115179127
4/4/16 8:00 AM,-0.075054537,-0.095037501
4/4/16 8:10 AM,-0.270129117,0.050297361
4/4/16 8:20 AM,-0.172591827,-0.25058832
4/4/16 8:30 AM,-0.367666408,-0.108326211
4/4/16 8:40 AM,-0.465203698,-0.304377253
4/4/16 8:50 AM,-0.270129117,-0.342769599
4/4/16 9:00 AM,1.485542106,-0.189003025
4/4/16 9:10 AM,6.362406615,1.205263357
4/4/16 9:20 AM,4.216586231,4.945345393
4/4/16 9:30 AM,2.168303137,2.600345661
4/4/16 9:40 AM,1.680616686,1.79287946
4/4/16 9:50 AM,1.875691267,1.486700603
4/4/16 10:00 AM,1.973228557,1.502077379
4/4/16 10:10 AM,1.388004816,1.498006069
4/4/16 10:20 AM,1.192930235,1.02451714
4/4/16 10:30 AM,0.217557334,0.968813867
4/4/16 10:40 AM,0.217557334,0.137508621
4/4/16 10:50 AM,2.753526878,0.27180845
4/4/16 11:00 AM,6.069794745,2.242229649
4/4/16 11:10 AM,3.63136249,4.55959725
4/4/16 11:20 AM,2.460915008,2.300289915
4/4/16 11:30 AM,2.168303137,2.097171406
4/4/16 11:40 AM,1.583079396,1.778672596
4/4/16 11:50 AM,1.680616686,1.217555425
4/4/16 12:00 PM,0.412631914,1.35989897
4/4/16 12:10 PM,0.510169204,0.240280053
4/4/16 12:20 PM,6.752555776,0.534911138
4/4/16 12:30 PM,6.167332035,5.500099057
4/4/16 12:40 PM,2.753526878,4.020241624
4/4/16 12:50 PM,2.168303137,2.00510047
4/4/16 1:00 PM,2.558452298,2.019496289
4/4/16 1:10 PM,1.778153977,2.053350992
4/4/16 1:20 PM,2.168303137,1.282943983
4/4/16 1:30 PM,1.680616686,1.775447372
4/4/16 1:40 PM,0.802781075,1.223441103
4/4/16 1:50 PM,0.120020043,0.626831648
4/4/16 2:00 PM,4.509198102,0.155462006
4/4/16 2:10 PM,5.191959133,3.769887522
4/4/16 2:20 PM,2.948601459,3.533607774
4/4/16 2:30 PM,1.973228557,2.075775238
